@id,공포번호,공포일자,법령ID,법령구분명,법령명한글,법령상세링크,법령약칭명,법령일련번호,소관부처명,소관부처코드,시행일자,자법타법여부,제개정구분명,현행연혁코드
15,28623,20180206,013077,대통령령,3ㆍ1운동 및 대한민국임시정부 수립 100주년 기념사업추진위원회의 설치 및 운영에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=201937&type=HTML&mobileYn=&efYd=20180206,,201937,행정안전부,1741000,20180206,,제정,현행
16,12843,20141119,012159,법률,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=162682&type=HTML&mobileYn=&efYd=20150101,세월호진상규명법,162682,해양수산부,1192000,20150101,,제정,현행
17,28211,20170726,012290,대통령령,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195782&type=HTML&mobileYn=&efYd=20170726,세월호진상규명법시행령,195782,해양수산부,1192000,20170726,,타법개정,현행
18,15461,20180313,012245,법률,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=202681&type=HTML&mobileYn=&efYd=20180614,세월호피해지원법,202681,"국무조정실,해양수산부",1092000 1192000,20180614,,일부개정,현행
19,28970,20180612,012272,대통령령,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203834&type=HTML&mobileYn=&efYd=20180614,세월호피해지원법시행령,203834,"국무조정실,해양수산부",1092000 1192000,20180614,,일부개정,현행
20,28613,20180126,012976,대통령령,4차산업혁명위원회의 설치 및 운영에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=201913&type=HTML&mobileYn=&efYd=20180126,,201913,과학기술정보통신부,1721000,20180126,,일부개정,현행
21,15473,20180313,009289,법률,5ㆍ18민주유공자예우에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=202693&type=HTML&mobileYn=&efYd=20180614,5ㆍ18유공자법,202693,국가보훈처,1180000,20180614,,일부개정,현행
22,29181,20180918,009339,대통령령,5ㆍ18민주유공자예우에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204612&type=HTML&mobileYn=&efYd=20180921,5ㆍ18유공자법시행령,204612,국가보훈처,1180000,20180921,,타법개정,현행
23,01461,20180517,009381,총리령,5ㆍ18민주유공자예우에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203552&type=HTML&mobileYn=&efYd=20180517,5ㆍ18유공자법시행규칙,203552,국가보훈처,1180000,20180517,,일부개정,현행
24,12910,20141230,001234,법률,5ㆍ18민주화운동 관련자 보상 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=165518&type=HTML&mobileYn=&efYd=20141230,5ㆍ18보상법,165518,행정안전부,1741000,20141230,,일부개정,현행
25,28211,20170726,002543,대통령령,5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195567&type=HTML&mobileYn=&efYd=20170726,5ㆍ18보상법시행령,195567,행정안전부,1741000,20170726,,타법개정,현행
26,13722,20160106,001159,법률,5ㆍ18민주화운동 등에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=179022&type=HTML&mobileYn=&efYd=20170707,5ㆍ18민주화운동법,179022,"국방부,법무부",1270000 1290000,20170707,,타법개정,현행
27,15434,20180313,013091,법률,5ㆍ18민주화운동 진상규명을 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=202633&type=HTML&mobileYn=&efYd=20180914,5ㆍ18진상규명법,202633,국방부,1290000,20180914,,제정,현행
28,29143,20180911,013166,대통령령,5ㆍ18민주화운동 진상규명을 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204354&type=HTML&mobileYn=&efYd=20180914,,204354,국방부,1290000,20180914,,제정,현행
29,15045,20171128,010716,법률,6ㆍ25 전사자유해의 발굴 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199082&type=HTML&mobileYn=&efYd=20171128,6ㆍ25전사자발굴법,199082,국방부,1290000,20171128,,일부개정,현행
30,27083,20160405,010791,대통령령,6ㆍ25 전사자유해의 발굴 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=182270&type=HTML&mobileYn=&efYd=20160405,6ㆍ25전사자발굴법시행령,182270,국방부,1290000,20160405,,타법개정,현행
31,15790,20181016,011176,법률,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=204768&type=HTML&mobileYn=&efYd=20181016,6ㆍ25납북자법,204768,통일부,1250000,20181016,,일부개정,현행
32,28211,20170726,011285,대통령령,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195536&type=HTML&mobileYn=&efYd=20170726,6ㆍ25납북자법시행령,195536,통일부,1250000,20170726,,타법개정,현행
33,02307,20101104,011302,대법원규칙,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률에 의한 가족관계등록사무처리규칙,/DRF/lawService.do?OC=tooget&target=law&MST=108667&type=HTML&mobileYn=&efYd=20101104,,108667,대법원,9740000,20101104,,제정,현행
34,01292,20160629,011890,총리령,6ㆍ25전쟁 정전60주년 기념 호국영웅기장 수여규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184419&type=HTML&mobileYn=&efYd=20160629,,184419,국가보훈처,1180000,20160629,,타법개정,현행
35,14474,20161227,001257,법률,가등기담보 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188538&type=HTML&mobileYn=&efYd=20170328,가등기담보법,188538,법무부,1270000,20170328,,타법개정,현행
36,15610,20180417,009367,법률,가맹사업거래의 공정화에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=203236&type=HTML&mobileYn=&efYd=20181018,가맹사업법,203236,공정거래위원회,1130000,20181018,,일부개정,현행
37,29043,20180710,009369,대통령령,가맹사업거래의 공정화에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204043&type=HTML&mobileYn=&efYd=20181018,가맹사업법시행령,204043,공정거래위원회,1130000,20181018,,일부개정,현행
38,13836,20160127,010593,법률,가맹사업 진흥에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=180361&type=HTML&mobileYn=&efYd=20160428,가맹사업진흥법,180361,산업통상자원부,1450000,20160428,,일부개정,현행
39,28212,20170726,010786,대통령령,가맹사업 진흥에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195864&type=HTML&mobileYn=&efYd=20170726,가맹사업진흥법시행령,195864,산업통상자원부,1450000,20170726,,타법개정,현행
40,02785,20180427,005694,대법원규칙,가사소송규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203441&type=HTML&mobileYn=&efYd=20180501,,203441,대법원,9740000,20180501,,일부개정,현행
41,14961,20171031,001206,법률,가사소송법,/DRF/lawService.do?OC=tooget&target=law&MST=198471&type=HTML&mobileYn=&efYd=20180501,,198471,법무부,1270000,20180501,,일부개정,현행
42,02639,20160219,005695,대법원규칙,가사소송수수료규칙,/DRF/lawService.do?OC=tooget&target=law&MST=181255&type=HTML&mobileYn=&efYd=20160701,,181255,대법원,9740000,20160701,,일부개정,현행
43,28016,20170508,002049,대통령령,가석방자관리규정,/DRF/lawService.do?OC=tooget&target=law&MST=193683&type=HTML&mobileYn=&efYd=20170508,,193683,법무부,1270000,20170508,,일부개정,현행
44,14566,20170208,012804,법률,가습기살균제 피해구제를 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=191625&type=HTML&mobileYn=&efYd=20170809,가습기살균제피해구제법,191625,환경부,1480000,20170809,,제정,현행
45,28239,20170809,012969,대통령령,가습기살균제 피해구제를 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=196534&type=HTML&mobileYn=&efYd=20170809,,196534,환경부,1480000,20170809,,제정,현행
46,00710,20170809,012971,환경부령,가습기살균제 피해구제를 위한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196585&type=HTML&mobileYn=&efYd=20170809,,196585,환경부,1480000,20170809,,제정,현행
47,02688,20161101,005698,대법원규칙,가정보호심판규칙,/DRF/lawService.do?OC=tooget&target=law&MST=187461&type=HTML&mobileYn=&efYd=20161130,,187461,대법원,9740000,20161130,,일부개정,현행
48,15448,20180313,000182,법률,가정폭력방지 및 피해자보호 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=202648&type=HTML&mobileYn=&efYd=20180914,가정폭력방지법,202648,여성가족부,1383000,20180914,,일부개정,현행
49,27751,20161230,002053,대통령령,가정폭력방지 및 피해자보호 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190383&type=HTML&mobileYn=&efYd=20170101,가정폭력방지법시행령,190383,여성가족부,1383000,20170101,,타법개정,현행
50,00122,20180611,006120,여성가족부령,가정폭력방지 및 피해자보호 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203838&type=HTML&mobileYn=&efYd=20180914,가정폭력방지법시행규칙,203838,여성가족부,1383000,20180914,,일부개정,현행
51,14962,20171031,001132,법률,가정폭력범죄의 처벌 등에 관한 특례법,/DRF/lawService.do?OC=tooget&target=law&MST=198472&type=HTML&mobileYn=&efYd=20171031,가정폭력처벌법,198472,법무부,1270000,20171031,,일부개정,현행
52,26325,20150622,012308,대통령령,가정폭력범죄의 처벌 등에 관한 특례법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=172201&type=HTML&mobileYn=&efYd=20160101,,172201,법무부,1270000,20160101,,제정,현행
53,02800,20180831,010569,대법원규칙,가족관계의 등록 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204327&type=HTML&mobileYn=&efYd=20180914,,204327,대법원,9740000,20180914,,일부개정,현행
54,14963,20171031,010444,법률,가족관계의 등록 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=198473&type=HTML&mobileYn=&efYd=20171031,가족관계등록법,198473,법무부,1270000,20171031,,일부개정,현행
55,14439,20161220,010583,법률,가족친화 사회환경의 조성 촉진에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188414&type=HTML&mobileYn=&efYd=20170621,가족친화법,188414,여성가족부,1383000,20170621,,일부개정,현행
56,28211,20170726,010770,대통령령,가족친화 사회환경의 조성 촉진에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195743&type=HTML&mobileYn=&efYd=20170726,가족친화법시행령,195743,여성가족부,1383000,20170726,,타법개정,현행
57,00080,20151104,010774,여성가족부령,가족친화 사회환경의 조성 촉진에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=176054&type=HTML&mobileYn=&efYd=20151104,가족친화법시행규칙,176054,여성가족부,1383000,20151104,,일부개정,현행
58,14478,20161227,010599,법률,가축 및 축산물 이력관리에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188619&type=HTML&mobileYn=&efYd=20170628,축산물이력법,188619,농림축산식품부,1543000,20170628,,일부개정,현행
59,28153,20170627,010875,대통령령,가축 및 축산물 이력관리에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=194527&type=HTML&mobileYn=&efYd=20170628,축산물이력법시행령,194527,농림축산식품부,1543000,20170628,,일부개정,현행
60,00273,20170628,010884,농림축산식품부령,가축 및 축산물 이력관리에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=194595&type=HTML&mobileYn=&efYd=20170628,축산물이력법시행규칙,194595,농림축산식품부,1543000,20170628,,일부개정,현행
61,15103,20171128,010297,법률,가축분뇨의 관리 및 이용에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199146&type=HTML&mobileYn=&efYd=20180529,가축분뇨법,199146,환경부,1480000,20180529,,타법개정,현행
62,28583,20180116,010527,대통령령,가축분뇨의 관리 및 이용에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=201293&type=HTML&mobileYn=&efYd=20180118,가축분뇨법시행령,201293,환경부,1480000,20180118,,타법개정,현행
63,00750,20180323,010532,환경부령,가축분뇨의 관리 및 이용에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202932&type=HTML&mobileYn=&efYd=20180323,가축분뇨법시행규칙,202932,환경부,1480000,20180323,,일부개정,현행
64,00237,20170102,010566,농림축산식품부령,가축분뇨의 자원화 및 이용 촉진에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=190817&type=HTML&mobileYn=&efYd=20170102,,190817,농림축산식품부,1543000,20170102,,타법개정,현행
65,14977,20171031,001504,법률,가축전염병 예방법,/DRF/lawService.do?OC=tooget&target=law&MST=198487&type=HTML&mobileYn=&efYd=20181101,,198487,농림축산식품부,1543000,20181101,,일부개정,현행
66,28839,20180430,002058,대통령령,가축전염병 예방법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203399&type=HTML&mobileYn=&efYd=20180501,,203399,농림축산식품부,1543000,20180501,,일부개정,현행
67,00319,20180501,006128,농림축산식품부령,가축전염병 예방법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203457&type=HTML&mobileYn=&efYd=20181101,,203457,농림축산식품부,1543000,20181101,,일부개정,현행
68,02781,20180307,005699,대법원규칙,각급 법원에 배치할 판사의 수에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202617&type=HTML&mobileYn=&efYd=20180307,,202617,대법원,9740000,20180307,,일부개정,현행
69,15248,20171219,001709,법률,각급 법원의 설치와 관할구역에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199765&type=HTML&mobileYn=&efYd=20171219,법원설치법,199765,대법원,9740000,20171219,,일부개정,현행
70,12951,20141231,001300,법률,각급 법원 판사 정원법,/DRF/lawService.do?OC=tooget&target=law&MST=166366&type=HTML&mobileYn=&efYd=20141231,판사정원법,166366,대법원,9740000,20141231,,일부개정,현행
71,00052,19820122,006032,중앙선거관리위원회규칙,각급선거관리위원회회의규칙,/DRF/lawService.do?OC=tooget&target=law&MST=35917&type=HTML&mobileYn=&efYd=19820122,,35917,중앙선거관리위원회,9760000,19820122,,전부개정,현행
72,04747,19700316,002061,대통령령,각병과사병의헌병직무보조에관한규정,/DRF/lawService.do?OC=tooget&target=law&MST=9108&type=HTML&mobileYn=&efYd=19700316,,9108,국방부,1290000,19700316,,전부개정,현행
73,29271,20181102,002065,대통령령,각종 기념일 등에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=205139&type=HTML&mobileYn=&efYd=20181102,,205139,행정안전부,1741000,20181102,,일부개정,현행
74,01768,20020628,005701,대법원규칙,각종분쟁조정위원회등의조정조서등에대한집행문부여에관한규칙,/DRF/lawService.do?OC=tooget&target=law&MST=52364&type=HTML&mobileYn=&efYd=20020701,,52364,대법원,9740000,20020701,,일부개정,현행
75,14532,20170117,012071,법률,간선급행버스체계의 건설 및 운영에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=191046&type=HTML&mobileYn=&efYd=20180118,간선급행버스법,191046,국토교통부,1613000,20180118,,타법개정,현행
76,27960,20170327,012179,대통령령,간선급행버스체계의 건설 및 운영에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=192816&type=HTML&mobileYn=&efYd=20170330,간선급행버스법시행령,192816,국토교통부,1613000,20170330,,타법개정,현행
77,00282,20160127,012188,국토교통부령,간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=180568&type=HTML&mobileYn=&efYd=20160127,간선급행버스법시행규칙,180568,국토교통부,1613000,20160127,,타법개정,현행
78,14479,20161227,011522,법률,간척지의 농어업적 이용 및 관리에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=188621&type=HTML&mobileYn=&efYd=20170328,간척지법,188621,농림축산식품부,1543000,20170328,,일부개정,현행
79,28152,20170627,011742,대통령령,간척지의 농어업적 이용 및 관리에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=194511&type=HTML&mobileYn=&efYd=20170627,간척지법시행령,194511,농림축산식품부,1543000,20170627,,타법개정,현행
80,00237,20170102,011745,농림축산식품부령,간척지의 농어업적 이용 및 관리에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=190819&type=HTML&mobileYn=&efYd=20170102,간척지법시행규칙,190819,농림축산식품부,1543000,20170102,,타법개정,현행
81,00497,20170530,006137,보건복지부령,간호조무사 및 의료유사업자에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=194076&type=HTML&mobileYn=&efYd=20170530,,194076,보건복지부,1352000,20170530,,타법개정,현행
82,00213,20100706,008770,감사원규칙,감사교육원 운영 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=106444&type=HTML&mobileYn=&efYd=20100706,,106444,감사원,1040000,20100706,,일부개정,현행
83,00296,20170116,008771,감사원규칙,감사교육원직제,/DRF/lawService.do?OC=tooget&target=law&MST=191254&type=HTML&mobileYn=&efYd=20170116,,191254,감사원,1040000,20170116,,일부개정,현행
84,00265,20150107,010116,감사원규칙,감사연구원 운영규칙,/DRF/lawService.do?OC=tooget&target=law&MST=167171&type=HTML&mobileYn=&efYd=20150107,,167171,감사원,1040000,20150107,,일부개정,현행
85,00285,20151230,010032,감사원규칙,감사연구원 직제,/DRF/lawService.do?OC=tooget&target=law&MST=178635&type=HTML&mobileYn=&efYd=20160118,,178635,감사원,1040000,20160118,,일부개정,현행
86,00305,20180625,010476,감사원규칙,감사원 개방형 직위 및 공모 직위의 운영 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203949&type=HTML&mobileYn=&efYd=20180625,,203949,감사원,1040000,20180625,,일부개정,현행
87,00287,20160630,008773,감사원규칙,감사원규칙의 공포에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184473&type=HTML&mobileYn=&efYd=20160630,,184473,감사원,1040000,20160630,,전부개정,현행
88,13204,20150203,001372,법률,감사원법,/DRF/lawService.do?OC=tooget&target=law&MST=168069&type=HTML&mobileYn=&efYd=20150804,,168069,감사원,1040000,20150804,,일부개정,현행
89,00300,20171208,009168,감사원규칙,감사원 변상판정청구에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=199620&type=HTML&mobileYn=&efYd=20171208,,199620,감사원,1040000,20171208,,일부개정,현행
90,00307,20180801,008774,감사원규칙,감사원 사무처리 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204167&type=HTML&mobileYn=&efYd=20180801,,204167,감사원,1040000,20180801,,일부개정,현행
91,00302,20180220,008775,감사원규칙,감사원사무처 직제,/DRF/lawService.do?OC=tooget&target=law&MST=202382&type=HTML&mobileYn=&efYd=20180220,,202382,감사원,1040000,20180220,,일부개정,현행
